bigram	score	is-math-concept	sentence
good deal	38.23	0	# sent_id = reviews-120335-0004 # text = They offer sales that aren't really sales, mislabeled items that make the item sound like a good deal when it isn't, a bad attitude about return items, and on and on. 1 2 3 4 5-6 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23-24 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
other place	38.23	0	# sent_id = email-enronsent15_01-0013 # text = So he's going to have to start looking for another place. 1 2-3 2 3 4 5 6 7 8 9 10 11 12 13
chinese restaurant	38.23	0	
horrible service	38.23	0	# sent_id = reviews-039856-0002 # newpar id = reviews-039856-p0002 # text = Absolute horrible service from the parts department. 1 2 3 4 5 6 7 8
last minute	38.23	0	# sent_id = reviews-071278-0004 # text = She has always been there for Gracee even for last minute calls! 1 2 3 4 5 6 7 8 9 10 11 12 13
mezza luna	38.23	0	# sent_id = reviews-018548-0002 # newpar id = reviews-018548-p0002 # text = their mezza luna's are deffly better than the pizza rolls. 1 2 3 4 5 6 7 8 9 10 11
comprehensive settlement	33.35	0	
ciac tax	33.35	0	
foreign currency	32.2	0	
settlement document	32.2	0	# sent_id = email-enronsent06_01-0061 # text = Attached for your review are copies of the settlement documents that were filed today in the Gas Industry Restructuring/Natural Gas Strategy proceeding, including the Motion for Approval of the Comprehensive Settlement that is supported by thirty signatories to the Comprehensive Settlement, the Comprehensive Settlement document itself, and the various appendices to the settlement.? 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59
graduate level	32.2	0	# sent_id = email-enronsent31_01-0007 # text = I plan on taking two or three graduate level finance courses at the University of Houston this Summer and Fall to demonstrate to the Admissions committee that I can compete at the graduate level. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
legal name	32.2	0	# sent_id = email-enronsent41_01-0072 # text = If the correct legal name is not in Global Counterparty, the confirmation goes out with the wrong legal name on it seriously compromising the contract itself. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28
executive branch	32.2	0	
game piece	32.2	0	# sent_id = answers-20111019100027AAdxgXV_ans-0006 # text = & I wanna know what food has the game pieces. 1 2 3-4 3 4 5 6 7 8 9 10 11 12
tv screen	32.2	0	# sent_id = answers-20111108102810AAfCh1W_ans-0019 # newpar id = answers-20111108102810AAfCh1W_ans-p0005 # text = im pretty sure that they do see things on the tv screen because my cat chases things around the tv screen 1-2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
prime minister	31.31	0	"# sent_id = weblog-juancole.com_juancole_20040708181175_ENG_20040708_181175-0025 # text = Not only did Bush not know who General Pervez Musharraf was, he seems to have confused coup-making with ""taking office,"" and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military, then the world's strongest supporter of the Taliban, would bring ""stability!"" 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53-54 53 54 55 56 57 58 59 60 61 62 63 64 65 66"
chemical weapon	31.31	0	# sent_id = weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0019 # text = By the late 1990s, Iraq had no nuclear or biological weapons program, and had destroyed its chemical weapons stockpiles. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
only one	31.31	0	"# sent_id = weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0035 # text = Under President Hu Jintao, Beijing has opened out to New Delhi and Prime Minister Wen Jiabao is expected to visit early next year, making friends by formally accepting Sikkim as part of India and backing India as a permanent member of the U.N. Security Council -- thus leaving Washington as the only one of the ""permanent five"" that has not yet done so. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68"
much time	31.31	0	# sent_id = weblog-blogspot.com_alaindewitt_20040929103700_ENG_20040929_103700-0070 # text = The Kerry camp blames Bush for the Swift boat veterans’ attack, but anyone who has spent much time talking to the Swifties gets the sense that they are doing it entirely for their own reasons. 1 2 3 4 5 6 7 8 9 10-11 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38
taxi driver	31.31	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0028 # text = I had an interesting conversation with a middle-aged taxi driver who used to live in Fallujah and is now at relatives in Amiriya, Baghdad. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28
security force	31.31	0	# sent_id = weblog-blogspot.com_healingiraq_20050121235804_ENG_20050121_235804-0039 # text = I concur that Ba'athists and former security forces are capable of immediately controlling at least 5 out of 18 governorates, along with the capital, if Americans are to be removed from the picture entirely. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
online dating	31.31	0	# sent_id = weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-0073 # newpar id = weblog-blogspot.com_rigorousintuition_20050518101500_ENG_20050518_101500-p0012 # text = hey that's a great blog, I also have a site about los angeles online dating 1 2-3 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
political leader	31.31	0	"# sent_id = weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0003 # text = The inability to foresee in advance the assassination attempt on the pro-India political leader and former Bangladeshi prime minister Sheikh Hasina Wazed last August 21 at a political rally in Dhaka, and the recent ""coup"" by Nepalese King Gyanendra dismissing his government and imposing a virtual absolute monarchy, are glaring examples of intelligence failure. + 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60"
east coast	31.31	0	"# sent_id = weblog-blogspot.com_dakbangla_20050210141134_ENG_20050210_141134-0019 # text = Since the ""Sea Tigers"" of the LTTE, better known as the Tamil Tigers, are the ones who rule the Andaman Sea: they carry the arms and drugs for their own use and also to deliver to rebels in Aceh and all along the east coast of Africa. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53"
military presence	31.31	0	# sent_id = weblog-blogspot.com_dakbangla_20041016151002_ENG_20041016_151002-0060 # text = With the US military presence posing a threat on their borders in both Iraq and Afghanistan, Iran’s moderate leadership is keen to help stabilise Karzai so that the US presence in Afghanistan is reduced. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18-19 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
law enforcement	31.31	0	# sent_id = weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0088 # text = Mr. ARCHIBALD: He told us whenever he was stopped, as soon as the law enforcement found out that he was the grandson of Prescott Bush, they would let him go. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34
main show	31.31	0	# sent_id = weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0016 # text = Yes, there is a 100 year-old Israeli-Arab conflict, but it is not where the main show is. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
organized crime	31.31	0	"# sent_id = weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0090 # text = The only way to fight this new ""popular"" weapon is identical to the only way in which you fight organized crime or pirates on the high seas: the offensive way. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34"
mass destruction	31.31	0	# sent_id = weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0210 # text = I do not want to comment here on whether the American-led attack on Iraq was justified from the point of view of weapons of mass destruction or any other pre-war argument, but I can look at the post-war map of Western Asia. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46
anthrax production	31.31	0	# sent_id = weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0024 # text = Handwritten notes and files on a laptop seized upon the capture of KSM, Al Qaeda's #3, included a feasible anthrax production plan using a spray dryer and addressed the recruitment of necessary expertise. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16-17 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38
green bird	31.31	0	"# sent_id = weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0199 # text = It was widely published among the militant islamists that martyrs go to paradise ""in the hearts of green birds."" 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22"
board meeting	31.31	0	# sent_id = email-enronsent39_01-0057 # text = Those who show up and complain, but are not participating in the working groups and the daily Ercot phone calls, board meetings, etc. are ignored. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
job group	31.31	0	# sent_id = email-enronsent19_01-0058 # text = If the latter is the case, we could place both Sara and Elena in a specialist job group ( the salary range is 33-66K). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
vice president	31.31	0	
email address	31.31	0	# sent_id = email-enronsent00_01-0037 # newpar id = email-enronsent00_01-p0007 # text = Please note that effective immediately my email address has changed to Sean.Cooper@ElPaso.com 1 2 3 4 5 6 7 8 9 10 11 12
vacation day	31.31	0	# sent_id = email-enronsent26_01-0020 # text = I'm watching for some good vacation days, also... 1-2 1 2 3 4 5 6 7 8 9 10 11
more money	31.31	0	# sent_id = email-enronsent26_01-0048 # newpar id = email-enronsent26_01-p0013 # text = 1. The pricing that we have given CRRA is specific to FuelCell Energy and would not be meaningful without listing the manufacturer (i.e., ONSI would be a lot more money). 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
couple day	31.31	0	# sent_id = email-enronsent26_01-0053 # text = I would actually send them the draft Development Agreement a couple days after the LOI. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16
fundamental operating	31.31	0	# sent_id = email-enronsent01_02-0004 # text = Off and on ( with Jackie Gentle's help ) I have pulled together a one page communication note on our fundamental operating standards ( itself a one page summary ). 1 2 3 4 5 6 7-8 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32
client service	31.31	0	
service phone	31.31	0	
several year	31.31	0	# sent_id = email-enronsent12_01-0048 # text = Barbara Walters did a story on gender roles in Kuwait several years before the Gulf War. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
bad day	31.31	0	# sent_id = email-enronsent17_01-0036 # newpar id = email-enronsent17_01-p0011 # text = Friday is a bad day (Performance Review Committee all day). 1 2 3 4 5 6 7 8 9 10 11 12 13
health insurance	31.31	0	# newdoc id = email-enronsent25_01 # sent_id = email-enronsent25_01-0001 # newpar id = email-enronsent25_01-p0001 # text = I need to have a form filled out that says I don't have health insurance coverage through Enron. 1 2 3 4 5 6 7 8 9 10 11 12-13 12 13 14 15 16 17 18 19 20
many thanks	31.31	0	
risk management	31.31	0	# sent_id = email-enronsent24_01-0004 # text = Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)? 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
fax machine	31.31	0	# sent_id = email-enronsent24_01-0018 # text = I have a fax machine at home, though, if you prefer. 1 2 3 4 5 6 7 8 9 10 11 12 13 14
signature page	31.31	0	# sent_id = email-enronsent24_01-0022 # newpar id = email-enronsent24_01-p0006 # text = Are you in the office to initial signature pages today? 1 2 3 4 5 6 7 8 9 10 11
much fun	31.31	0	# sent_id = email-enronsent34_01-0008 # text = As much fun as they are, I figured we would probably do some different things than what you have planned for them. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24
liq value	31.31	0	# sent_id = email-enronsent44_01-0008 # text = There was a change made in the coding for the delta position and this has somehow messed up the liq value. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
option liquidation	31.31	0	# sent_id = email-enronsent44_01-0011 # newpar id = email-enronsent44_01-p0007 # text = I'm now looking closely at the option liquidation problems. 1-2 1 2 3 4 5 6 7 8 9 10 11
talking point	31.31	0	# sent_id = email-enronsent06_01-0038 # text = Attached for your review are draft talking points for the Cal Energy Markets conference I'm speaking at on Thursday in SF. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15-16 15 16 17 18 19 20 21 22 23
credit derivative	31.31	0	# sent_id = email-enronsent16_01-0038 # text = Jurisdictions which are are approved to trade credit derivatives: Finland, Germany, Norway, Sweden, Switzerland, the U.K, and the U.S.. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
eol response	31.31	0	
full reconciliation	31.31	0	# sent_id = email-enronsent02_01-0024 # text = the stock circularisation initiated for close of business 23rd - with full reconciliation of returns to current system data by traffic/co-ordination an audit of the stock and forward valuation report for the 30th ( replacing planned 23rd review due to system issues ), requiring full download of contract detail for later reference 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55
work experience	31.31	0	# sent_id = email-enronsent31_01-0004 # text = I understand how competitive the process has become, but I felt that with my work experiences, recommendations, personality, extracurricular activities, etc. that this would compensate for my disability. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34
application file	31.31	0	# sent_id = email-enronsent31_01-0010 # text = I would like to come down to Austin this spring to meet with you to further discuss my application file and to personally meet you. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26
good rgd	31.31	0	
product type	31.31	0	# sent_id = email-enronsent41_01-0026 # text = Please approve the following product type in Datamanager after 11:00 p.m. 1 2 3 4 5 6 7 8 9 10 11 12
gcp procedure	31.31	0	
few month	31.31	0	# sent_id = email-enronsent05_02-0075 # text = We're in the process of developing a strategy to take us through the next few months. 1-2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18
palace coup	31.31	0	# sent_id = email-enronsent07_01-0018 # newpar id = email-enronsent07_01-p0007 # text = Probing the 'palace coup' 1 2 3 4 5 6
power generator	31.31	0	# sent_id = email-enronsent07_01-0027 # text = The central question behind the palace coup is whether Terry Winter, the president of the Independent System Operator, acted alone when he took steps to remove key price caps designed to limit the amount power generators could charge. 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41
